MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/12/21 10:36:58.916),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,7,0.11719,744554889525,0.55870,0.27754,0.00000,0.11718,1,1,0.53674,0.19050,1,1.34648,0.08333,0,,0.35619,0.65328,11.36202,0.98526,1,0.73734,0.73310,14.88887,0.96332,1,0,0.00000,19,4.06241,1,3.86296,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,0.00000,0.00000,
0,NewMedia0,26,0.42969,744557993403,0.55526,0.21393,0.14063,0.28906,2,1,0.53157,0.30579,1,1.21758,0.19028,0,,0.34951,0.65563,12.02479,0.99128,1,0.72893,0.73313,14.25741,0.99128,1,0,0.00000,19,3.49987,1,3.72754,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,92.02075,95.49169,
0,NewMedia0,37,0.60938,744559807225,0.51123,0.34525,0.44531,0.16406,3,1,0.46835,0.46340,0,0.59375,0.23750,0,,0.35025,0.65482,12.18819,0.99909,0,0.73055,0.73605,11.52664,1.00635,0,2512,0.00000,19,3.44866,0,2.81606,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,220.14583,239.20221,
0,NewMedia0,75,1.23438,744566040855,0.49710,0.15900,0.92188,0.31250,4,1,0.47930,0.14017,1,0.46680,0.12500,0,,0.34839,0.64753,14.52364,0.99183,1,0.72870,0.72654,15.38101,0.98457,1,0,0.00000,20,3.90315,1,3.96730,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,270.62839,97.68128,
0,NewMedia0,99,1.63281,744569993610,0.48413,0.10221,1.25000,0.38281,5,1,0.42208,0.06985,1,0.46680,0.12500,0,,0.34596,0.64265,13.20810,0.95470,1,0.72623,0.72214,15.00619,0.95470,1,0,0.00000,20,4.20398,1,4.00647,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,88.26110,112.09801,
0,NewMedia0,134,2.20313,744575748659,0.44077,0.02801,1.64844,0.55469,6,1,0.50257,0.08860,1,0.00117,0.02569,0,,0.34857,0.64723,15.22242,0.97731,1,0.72895,0.72560,16.35572,0.97731,1,0,0.00000,20,3.98555,1,4.00921,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,154.07092,136.09229,
0,NewMedia0,154,2.53125,744579018839,0.46537,0.09356,2.22656,0.30469,7,1,0.41783,0.07005,1,0.00000,0.00000,0,,0.34508,0.64653,14.88016,0.92036,1,0.72546,0.72449,16.52819,0.92036,1,0,0.00000,19,4.15145,1,3.95466,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,113.47169,303.71021,
0,NewMedia0,174,2.85938,744582325358,0.44415,0.06146,2.54688,0.31250,8,1,0.54892,0.03983,1,0.00000,0.07222,0,,0.35141,0.64591,13.22955,0.99212,1,0.73200,0.72612,15.72015,0.99212,1,0,0.00000,19,4.08429,1,4.09137,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,71.32784,139.60526,
0,NewMedia0,199,3.28125,744586486662,0.51363,0.06735,2.87500,0.40625,9,1,0.40566,0.12600,1,0.03711,0.01944,0,,0.34404,0.64608,14.80974,0.94885,1,0.72466,0.72535,15.32749,0.94885,1,0,0.00000,19,3.92797,1,4.15693,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,178.07076,357.26993,
0,NewMedia0,212,3.48438,744588532278,0.30163,0.10606,3.28906,0.19531,10,1,0.10175,0.17363,1,0.04688,0.02500,0,,0.32583,0.64639,13.24817,0.89455,1,0.70729,0.72769,17.10354,0.89455,1,0,0.00000,19,3.55925,1,4.30028,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,545.57501,185.86424,
