MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/12/17 11:43:55.663),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,15,0.25000,23085477508098,0.36336,-0.60297,0.04688,0.20313,2,1,0.28884,-1.25410,1,0.41367,0.57153,0,,0.54410,0.51537,8.37999,1.17165,1,0.88289,0.51461,9.02033,1.19249,0,0,0.00000,17,2.32402,1,3.84079,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,0.00000,0.00000,
0,NewMedia0,30,0.50000,23085479976632,0.33510,-1.00403,0.35938,0.14063,3,1,0.38873,-0.66998,1,0.44336,0.58681,0,,0.54444,0.52563,8.86006,1.13566,1,0.88291,0.52148,10.12281,1.12445,1,0,0.01641,18,3.73164,1,4.02054,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,582.04010,97.14013,
0,NewMedia0,56,0.92188,23085484257538,0.52497,0.41093,0.60938,0.31250,4,1,0.54789,0.50232,1,0.42695,0.50903,0,,0.54050,0.54614,9.14779,1.05151,1,0.87926,0.53914,10.98843,1.04189,1,0,0.00000,18,3.07047,1,3.44640,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,2094.71729,283.41745,
0,NewMedia0,69,1.14063,23085486404267,0.50375,0.34642,0.93750,0.20313,5,1,0.38873,0.17153,1,0.33008,0.32431,0,,0.52186,0.53070,9.03008,1.04189,1,0.86001,0.52238,10.32163,1.04189,1,0,0.00000,18,4.02945,1,3.98853,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,107.61214,120.31839,
0,NewMedia0,86,1.42188,23085489185359,0.30915,-0.00139,1.21875,0.20313,6,1,0.21746,-0.30519,1,0.17266,0.17083,0,,0.51171,0.52298,9.77406,1.09079,1,0.84991,0.51552,10.74357,1.09079,1,0,0.00000,18,2.55106,1,4.37654,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,706.41809,134.84685,
0,NewMedia0,119,1.96875,23085494605473,0.09681,-0.49263,1.73438,0.23438,7,1,0.08231,-0.65504,1,0.04375,0.04306,0,,0.49989,0.51581,8.91975,0.98749,1,0.83746,0.50848,8.88792,0.98749,1,0,0.00000,18,2.54756,1,2.58989,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,892.12384,127.54048,
0,NewMedia0,138,2.28125,23085497730046,0.09499,-0.57963,1.98438,0.29688,8,1,0.21659,-0.42006,1,0.07969,0.03542,0,,0.48673,0.51379,9.35511,0.97988,1,0.82393,0.50707,9.23437,0.97988,1,0,0.00000,18,2.88395,1,2.91647,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,125.36664,92.12985,
0,NewMedia0,155,2.54688,23085500532131,0.16171,-0.64759,2.34375,0.20313,9,1,0.09837,-0.68322,1,0.08008,0.03472,0,,0.46605,0.52367,9.80688,1.01356,1,0.80395,0.51089,9.85625,1.01356,1,0,0.00000,17,2.80662,1,2.70186,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,196.85216,29.81072,
0,NewMedia0,163,2.68750,23085501838011,0.07283,-0.42451,2.62500,0.06250,10,1,0.08704,-0.46890,1,0.08008,0.03472,0,,0.46416,0.51980,9.72099,0.97987,1,0.80224,0.50892,10.11096,0.98820,1,0,0.00000,17,2.96314,1,3.02204,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,393.65369,234.68982,
0,NewMedia0,201,3.31250,23085508086226,0.98268,1.79938,3.18750,0.12500,11,1,0.99777,1.86708,0,0.08008,0.03472,0,,0.55269,0.63201,7.46846,0.95415,0,0.88954,0.62158,7.83176,0.95415,0,0,0.00000,17,2.77198,0,2.21967,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,3959.87671,306.02966,
