MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/11/27 17:51:54.130),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,11,0.18066,6025933182770,0.40413,0.11076,0.00000,0.18066,1,1,0.31564,0.09258,1,1.35195,0.08264,0,,0.36710,0.89029,11.86405,0.98807,1,0.68939,0.87633,9.76876,0.99943,1,0,0.00000,16,3.35304,1,3.20248,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,0.00000,0.00000,
0,NewMedia0,26,0.42627,6025935638618,0.41996,0.25005,0.24658,0.17969,2,1,0.68981,0.62724,1,1.35195,0.08264,0,,0.38264,0.90234,11.94374,0.96994,1,0.69778,0.88305,8.29814,0.96994,0,0,0.00000,16,3.30531,1,2.76738,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,204.63046,281.42227,
0,NewMedia0,46,0.75623,6025938938321,0.64974,0.72534,0.49292,0.26331,3,1,0.60917,0.73191,1,1.35195,0.13611,0,,0.37771,0.90339,12.77348,0.96994,1,0.70080,0.88924,8.50972,0.96994,1,0,0.00000,16,3.52686,1,2.75497,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,902.46881,310.67810,
0,NewMedia0,63,1.03558,6025941731872,0.62164,0.63377,0.77222,0.26337,4,1,0.62034,0.52800,1,0.84883,0.46181,0,,0.37953,0.90021,11.26904,1.05806,1,0.70224,0.88770,7.55996,1.05806,1,0,0.00000,16,3.07919,1,2.35262,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map4,150.20671,118.61442,
0,NewMedia0,81,1.32990,6025944675147,0.65766,0.65579,1.05225,0.27765,5,1,0.73765,0.37041,1,0.62813,0.37639,0,,0.38202,0.89892,10.61404,0.96994,1,0.70280,0.88866,6.71023,0.96994,0,0,0.00000,16,2.99665,1,2.31720,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Ranking,97.51077,341.02338,
0,NewMedia0,100,1.64331,6025947809579,0.65385,0.43116,1.39551,0.24780,6,1,0.63072,0.44078,1,0.62070,0.35208,0,,0.37640,0.89804,11.81258,0.96994,1,0.69919,0.88336,9.02789,0.96994,1,0,0.00000,16,3.22157,1,2.85414,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,323.61420,91.72712,
0,NewMedia0,115,1.88989,6025950274997,0.55049,0.36140,1.65985,0.23004,7,1,0.49403,0.32128,1,0.62070,0.35208,0,,0.37214,0.90008,11.74537,1.10132,1,0.69445,0.88545,9.64643,1.08744,1,0,0.00000,16,3.17731,1,2.86971,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,283.02850,159.21104,
0,NewMedia0,132,2.16901,6025953066189,0.50363,0.38534,1.90765,0.26135,8,1,0.56147,0.39383,1,0.49961,0.05903,0,,0.37509,0.89788,11.82606,0.96994,1,0.69762,0.88319,10.28830,0.96994,1,0,0.00000,16,3.36971,1,3.00509,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,124.81678,196.03314,
0,NewMedia0,146,2.39911,6025955367429,0.52706,0.29509,2.18567,0.21344,9,1,0.46856,0.15185,1,0.16758,0.00000,0,,0.37078,0.89006,12.67513,0.96994,1,0.69240,0.87500,10.91376,0.96994,1,0,0.00000,16,3.54197,1,3.31098,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,143.13385,65.22512,
0,NewMedia0,167,2.74426,6025958818603,0.45806,0.09201,2.46484,0.27942,10,1,0.49099,0.11175,1,0.04688,0.06458,0,,0.36921,0.88898,13.12018,0.96993,1,0.69147,0.87326,9.99737,0.96993,1,0,0.00000,15,3.49263,1,3.21496,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,341.64313,121.13330,
