MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/12/20 14:44:29.666),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,37,0.60815,29068617559,0.56846,0.18230,0.16479,0.44336,2,1,0.59251,0.18072,1,1.30508,0.22708,0,,0.37511,0.54782,13.97024,1.06874,1,0.77662,0.61739,14.91656,1.06874,1,0,0.00000,20,4.13513,1,3.65513,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,0.00000,0.00000,
0,NewMedia0,45,0.74219,29069957379,0.59546,0.10017,0.62500,0.11719,3,1,0.56382,-0.21888,0,1.15391,0.37569,0,,0.37600,0.54262,14.24874,1.06874,0,0.77587,0.61568,11.09299,1.06874,0,614,0.00000,20,4.55057,0,4.11559,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,136.98431,59.69630,
0,NewMedia0,77,1.26538,29075188189,0.62405,0.29749,1.05957,0.20581,4,1,0.69720,0.41114,1,0.93203,0.43958,0,,0.37681,0.56372,16.18401,1.06106,1,0.77767,0.62804,14.15920,1.05338,1,0,0.00000,21,3.65668,1,3.54198,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,293.41583,284.44455,
0,NewMedia0,92,1.51172,29077652343,0.68788,0.42064,1.33105,0.18066,5,1,0.66076,0.22510,0,0.93203,0.43958,0,,0.37438,0.56181,15.34873,1.03802,0,0.31196,0.55421,6.63205,1.03802,0,0,0.00000,21,3.80189,0,2.33255,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Histogram,241.14131,312.65875,
0,NewMedia0,131,2.15332,29084068457,-0.02177,-0.03591,1.92651,0.22681,6,1,0.06055,0.06976,1,0.39258,0.06042,0,,0.30111,0.53227,12.40304,1.03115,1,0.70432,0.57896,12.85508,1.02428,1,0,0.00000,22,3.19356,1,3.35184,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,1932.00159,160.10574,
0,NewMedia0,148,2.43115,29086847033,0.07234,0.04490,2.16846,0.26270,7,1,0.21265,0.03104,1,0.14297,0.30556,0,,0.32124,0.52763,13.20728,1.05951,1,0.72164,0.57694,13.64973,1.06719,1,0,0.00000,22,3.27989,1,4.04844,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,267.55252,334.21921,
0,NewMedia0,166,2.72583,29089794450,0.26985,0.01489,2.49707,0.22876,8,1,-0.22611,-0.08018,0,0.02344,0.33264,0,,0.28898,0.53630,11.75921,1.00640,1,0.71331,0.57155,11.42392,1.00640,0,0,0.00000,22,2.98008,1,2.51814,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,507.46893,4.88504,
0,NewMedia0,170,2.79419,29090475810,0.17967,0.04092,2.74219,0.05200,9,1,-0.05549,0.03800,1,0.04727,0.23264,0,,0.28521,0.53679,11.34855,0.98597,1,0.68715,0.57129,11.11473,0.99365,1,0,0.00000,22,2.83981,1,3.07314,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,233.88393,189.22221,
0,NewMedia0,192,3.15405,29094075892,0.03469,0.18343,2.91113,0.24292,10,1,-0.02036,-0.14306,1,0.15547,0.08750,0,,0.26482,0.52916,12.65299,1.05951,1,0.66465,0.55491,12.35843,1.05951,1,0,0.00000,22,3.34625,1,3.10824,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,424.10422,208.93895,
0,NewMedia0,211,3.46753,29097210254,0.00827,-0.05407,3.21973,0.24780,11,1,0.03306,0.04514,1,0.12656,0.17153,0,,0.25431,0.52351,13.85105,1.05264,1,0.65280,0.54356,13.53081,1.05264,1,0,0.00000,21,3.68746,1,3.54035,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,348.62375,101.18668,
