MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/12/18 16:29:26.975),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,9,0.15625,24120788586337,0.31371,0.23499,0.00000,0.15625,1,1,0.35959,0.29297,1,1.35195,0.06875,0,,0.36784,0.57124,9.86391,1.09884,1,0.69853,0.54705,10.38065,1.06946,1,0,0.00000,41,2.66621,1,2.74078,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,0.00000,0.00000,
0,NewMedia0,26,0.40625,24120791370516,0.24266,0.27050,0.21875,0.18750,2,1,0.22258,0.15976,1,1.19648,0.20625,0,,0.35678,0.57207,8.59964,1.18821,1,0.68795,0.54258,9.48549,1.18821,1,0,0.00000,41,2.55604,1,2.84137,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,188.93909,195.70235,
0,NewMedia0,44,0.71875,24120794314813,0.00679,0.15440,0.50000,0.21875,3,1,-0.29563,0.16832,1,0.52852,0.24444,0,,0.33398,0.57521,8.26800,1.04071,1,0.67719,0.54075,9.34954,1.04071,0,0,0.00000,41,3.21072,1,2.92769,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,626.54431,164.52397,
0,NewMedia0,70,1.15625,24120798593007,0.03308,0.15301,0.84375,0.31250,4,1,0.05249,0.18312,0,0.49531,0.27917,0,,0.31891,0.57656,8.84721,0.95071,0,0.64752,0.53114,9.90521,0.95071,0,6651,0.00000,41,2.97160,0,3.55013,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,67.33215,1.70351,
0,NewMedia0,102,1.65625,24120803860546,0.37530,0.21684,1.40625,0.25000,5,1,0.31049,0.06150,1,0.53320,0.23889,0,,0.32618,0.57637,11.25226,1.18821,1,0.65613,0.53271,11.39409,1.18821,1,0,0.00000,41,3.20152,1,3.55929,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,880.89160,354.01065,
0,NewMedia0,119,1.93750,24120806648376,0.43960,0.03315,1.71875,0.21875,6,1,0.55269,0.19005,1,0.61836,0.15486,0,,0.33070,0.57860,11.49204,1.18821,1,0.66085,0.53512,10.72791,1.15884,1,0,0.00000,41,3.02355,1,2.94406,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,311.54977,58.10580,
0,NewMedia0,139,2.28125,24120809960998,0.60833,0.20089,2.06250,0.21875,7,1,0.61198,0.19639,1,0.61836,0.15486,0,,0.33863,0.57545,11.26114,0.95071,1,0.66969,0.53719,11.24128,0.95071,1,0,0.00000,41,3.12164,1,3.08889,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,494.89807,330.78610,
0,NewMedia0,155,2.53125,24120812555116,0.63027,0.03847,2.34375,0.18750,8,1,0.65832,0.14503,0,0.78359,0.22917,0,,0.34451,0.57370,10.27835,1.07071,0,0.67645,0.53846,9.71749,1.07071,0,6652,0.00000,40,2.94367,0,2.90572,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,240.53435,76.49638,
0,NewMedia0,192,3.15625,24120818639516,0.50552,0.22019,2.93750,0.21875,9,1,0.36389,0.17558,1,1.21484,0.06944,0,,0.35382,0.56951,9.56921,0.95071,1,0.68580,0.54376,10.42332,0.95071,1,0,0.00000,41,2.66588,1,2.90990,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,412.87482,219.33044,
0,NewMedia0,236,3.87500,24120825877873,0.37271,0.19800,3.50000,0.37500,10,1,0.43176,0.18839,1,0.79727,0.12986,0,,0.33361,0.57626,9.56581,0.98009,1,0.66481,0.53804,10.16476,0.95071,1,0,0.00000,41,2.54603,1,2.86790,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,341.49179,174.63094,
