MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/12/13 09:13:25.652),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
0,NewMedia0,1,0.01563,19539176861950,0.46882,0.16461,0.00000,0.01563,1,1,0.41394,0.22963,1,1.36055,0.08403,0,,0.32723,0.58523,8.82879,1.11571,1,0.71483,0.53461,10.02316,1.12601,1,0,0.00000,23,2.86296,1,2.95266,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,0.00000,0.00000,
0,NewMedia0,21,0.34375,19539180146301,0.43575,0.20351,0.03125,0.31250,2,1,0.49604,0.14979,1,1.35820,0.09514,0,,0.32864,0.58650,9.17851,1.13631,1,0.71581,0.53365,8.75663,1.12739,1,0,0.00000,22,3.06120,1,3.12776,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,101.51340,213.49121,
0,NewMedia0,49,0.79688,19539184728270,0.48190,0.21352,0.35938,0.43750,3,1,0.24101,0.12783,1,0.01484,0.00000,0,,0.32560,0.58692,8.69602,1.03981,0,0.70129,0.52783,10.30722,1.05011,1,0,0.00000,22,2.98002,0,2.75457,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map2,119.02012,353.04388,
0,NewMedia0,67,1.09375,19539187694082,0.06964,0.06784,0.86719,0.22656,4,1,0.02618,0.07073,1,0.06836,0.08194,0,,0.32560,0.58692,8.69602,1.02951,0,0.66223,0.51928,9.30491,1.02951,1,0,0.00000,22,2.98002,0,2.40901,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,1076.03259,168.75784,
0,NewMedia0,93,1.52344,19539191961859,0.06364,0.04813,1.10938,0.41406,5,1,0.33484,0.00476,1,0.07070,0.06806,0,,0.25303,0.59794,7.73288,0.97189,0,0.64656,0.50776,8.68479,0.97189,1,0,0.00000,21,2.05982,0,2.55367,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,32.27214,118.42141,
0,NewMedia0,110,1.80469,19539194770665,0.37943,-0.05883,1.59375,0.21094,6,1,0.02411,-0.14540,1,0.17539,0.19236,0,,0.27413,0.59400,9.24697,1.13499,0,0.64025,0.51453,10.12681,1.14391,1,0,0.00000,21,2.34536,0,2.49733,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,822.96399,10.78684,
0,NewMedia0,126,2.06250,19539197381769,0.22555,-0.01369,1.86719,0.19531,7,1,0.37934,0.03439,1,0.18359,0.23472,0,,0.26036,0.59761,7.35033,1.06475,0,0.65465,0.51653,9.42594,1.06475,1,0,0.00000,21,2.02756,0,3.05663,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,399.25967,189.36975,
0,NewMedia0,149,2.44531,19539201182318,0.05157,0.16386,2.23438,0.21094,8,1,0.01730,0.09756,1,0.15937,0.20069,0,,0.25515,0.59896,7.67729,1.01165,1,0.63676,0.51524,9.33559,1.02058,1,0,0.00000,21,2.16144,1,2.43061,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,513.55554,209.85765,
0,NewMedia0,165,2.71094,19539203878865,0.07823,0.11403,2.46094,0.25000,9,1,0.10766,0.12743,1,0.17461,0.16736,0,,0.25743,0.60042,8.84822,1.04862,1,0.64051,0.51812,11.16311,1.04862,1,0,0.00000,20,2.37971,1,3.47388,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,99.02937,46.43433,
0,NewMedia0,188,3.08594,19539207589488,0.12695,0.12038,2.72656,0.35938,10,1,0.17402,0.10809,1,0.17656,0.15694,0,,0.25315,0.59674,10.18429,1.04848,1,0.63328,0.50984,11.29482,1.04848,1,0,0.00000,20,3.51370,1,3.31267,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,125.05795,355.80692,
0,NewMedia0,205,3.36719,19539210397697,0.14350,0.07052,3.10156,0.26563,11,1,0.12121,0.01151,1,0.17656,0.15694,0,,0.23697,0.59104,8.45449,1.11599,1,0.61636,0.50516,11.25105,1.10568,1,0,0.00000,20,2.39243,1,3.44546,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,83.36700,59.45530,
0,NewMedia0,234,3.83594,19539215127371,0.02245,0.08771,3.42969,0.40625,12,1,0.06389,0.15858,1,0.17656,0.15694,0,,0.25377,0.59082,9.83527,0.94723,1,0.63022,0.49457,11.15555,0.95616,1,0,0.00000,20,2.55254,1,2.85831,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,310.87506,184.56703,
0,NewMedia0,252,4.13281,19539218084946,0.02980,0.10473,3.85938,0.27344,13,1,0.04057,0.12331,1,0.14492,0.05208,0,,0.23859,0.60677,10.68431,0.98841,1,0.61349,0.51062,12.98605,0.98841,1,0,0.00000,20,2.90305,1,4.07717,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,30.89860,307.51431,
0,NewMedia0,296,4.85938,19539225313337,0.01916,0.05936,4.14844,0.71094,14,1,-0.02077,-0.01888,1,0.13633,0.10069,0,,0.23714,0.61116,9.49046,1.08535,1,0.60865,0.50664,11.41737,1.09566,1,0,0.00000,20,2.53660,1,2.92218,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,70.78352,112.63212,
0,NewMedia0,312,5.11719,19539227939499,0.02664,0.07718,4.87500,0.24219,15,1,-0.00497,-0.02067,1,0.02148,0.02986,0,,0.23683,0.59903,9.46875,1.04701,1,0.60921,0.49583,11.39128,1.04701,1,0,0.00000,20,2.55191,1,3.05142,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,32.01801,306.73132,
0,NewMedia0,343,5.64063,19539233108636,0.03215,0.10908,5.14063,0.50000,16,1,0.00473,0.01773,1,0.04570,0.04722,0,,0.25545,0.59114,8.80418,1.06475,1,0.63010,0.49444,11.05358,1.06475,1,0,0.00000,20,2.54640,1,2.83854,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,48.05293,287.07019,
0,NewMedia0,370,6.07813,19539237486610,0.01093,0.02442,5.64844,0.42969,17,1,0.00071,0.09095,1,0.04414,0.03125,0,,0.26045,0.59301,8.46692,0.95494,1,0.63660,0.49810,10.82296,0.96275,1,0,0.00000,20,2.27446,1,2.67069,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,133.46593,114.01773,
0,NewMedia0,393,6.45313,19539241259738,0.01000,0.04671,6.09375,0.35938,18,1,0.04258,0.02728,1,0.04414,0.03125,0,,0.26098,0.59277,8.80149,1.00272,1,0.63738,0.49756,10.65997,0.99380,1,0,0.00000,19,2.46878,1,2.74941,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,32.18577,265.75793,
0,NewMedia0,426,6.99219,19539246666253,0.02639,-0.00980,6.46875,0.52344,19,1,-0.00410,-0.01384,1,0.04414,0.03125,0,,0.24976,0.59662,9.22084,1.04701,1,0.62475,0.49561,11.18259,1.04701,1,0,0.00000,19,2.66578,1,2.92261,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,91.55490,62.72339,
0,NewMedia0,460,7.55469,19539252250518,0.02778,0.06054,7.00781,0.54688,20,1,0.06391,0.10897,1,0.04414,0.03958,0,,0.25212,0.59764,8.80114,0.97838,1,0.62660,0.49610,11.26877,0.97838,1,0,0.00000,19,2.48401,1,2.88431,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,101.35209,272.01202,
0,NewMedia0,487,7.99219,19539256694181,0.06514,0.08123,7.57031,0.42188,21,1,0.22929,0.13115,0,0.04414,0.06458,0,,0.25852,0.59813,7.48119,1.06475,0,0.63514,0.50138,11.52825,1.06475,0,1872,0.00000,19,2.10096,0,3.43262,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,100.17473,342.69751,
0,NewMedia0,540,8.86719,19539265407434,0.01768,0.09194,8.31250,0.55469,22,1,0.04056,0.16098,1,0.03906,0.06528,0,,0.25321,0.59559,7.79729,0.91762,1,0.62783,0.49648,9.99476,0.91762,1,0,0.00000,20,2.03549,1,2.53836,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,122.47252,187.23421,
0,NewMedia0,570,9.35938,19539270363375,0.03557,0.10017,8.88281,0.47656,23,1,0.00998,-0.00059,1,0.03555,0.02014,0,,0.25917,0.58772,8.72619,1.05582,1,0.63529,0.49177,10.61365,1.06475,1,0,0.00000,20,2.30015,1,2.65317,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,47.30691,345.49188,
0,NewMedia0,586,9.62500,19539272965570,0.02958,0.07402,9.38281,0.24219,24,1,0.01490,0.09372,1,0.02227,0.02431,0,,0.26262,0.58717,7.72160,0.99380,1,0.63969,0.49312,10.31174,0.99380,1,0,0.00000,19,2.23974,1,2.57201,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,40.65855,112.15730,
0,NewMedia0,610,10.01563,19539276916783,0.01913,0.03315,9.64063,0.37500,25,1,0.05000,0.05425,1,0.01836,0.03403,0,,0.26414,0.58826,8.57873,0.97057,1,0.64152,0.49534,10.93784,0.96275,1,0,0.00000,19,2.24652,1,2.55056,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,64.64767,114.44453,
0,NewMedia0,626,10.28125,19539279537240,0.10859,0.07157,10.03125,0.25000,26,1,0.35410,0.20957,1,0.06992,0.03264,0,,0.28072,0.59767,8.99937,1.07739,1,0.65815,0.50702,10.52022,1.08631,1,0,0.00000,19,2.95637,1,3.32634,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,235.60535,346.41901,
0,NewMedia0,647,10.62500,19539283000207,0.32073,0.20140,10.34375,0.28125,27,1,0.21510,-0.02246,1,0.22070,0.15139,0,,0.28526,0.59404,8.59557,1.18251,1,0.66395,0.50652,9.92692,1.17050,1,0,0.00000,19,3.19079,1,3.26612,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,574.35736,341.00394,
0,NewMedia0,667,10.95313,19539286258035,0.21336,0.02386,10.69531,0.25781,28,1,0.04034,-0.05544,1,0.30820,0.27083,0,,0.28566,0.58639,6.73383,1.15864,0,0.65950,0.50158,7.99928,1.17066,1,0,0.00000,19,1.84110,0,2.17820,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,375.38351,137.07370,
0,NewMedia0,685,11.25000,19539289227769,0.09616,-0.01443,11.02344,0.22656,29,1,0.23949,0.10578,1,0.30820,0.27083,0,,0.28566,0.58639,6.73383,1.12739,0,0.66710,0.51314,9.45279,1.10816,1,0,0.00000,19,1.84110,0,3.15733,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Task,305.05630,169.58681,
0,NewMedia0,715,11.74219,19539294148905,0.26681,0.15529,11.31250,0.42969,30,1,0.24791,0.37873,1,0.30781,0.28403,0,,0.27815,0.57883,8.18041,1.11798,0,0.64541,0.46913,9.90438,1.13000,1,0,0.00000,18,2.80445,0,3.06148,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,500.57956,330.77585,
0,NewMedia0,735,12.07031,19539297450134,0.24001,0.40069,11.80469,0.26563,31,1,0.25875,0.30026,1,0.28555,0.39861,0,,0.25126,0.53411,8.50418,1.05582,1,0.63791,0.43962,10.27441,1.06475,1,0,0.00000,18,2.90373,1,2.70034,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,359.97452,259.01273,
0,NewMedia0,748,12.28125,19539299582794,0.23462,0.19206,12.13281,0.14844,32,1,0.20618,0.19335,0,0.34023,0.25903,0,,0.24888,0.53730,8.30067,0.99380,0,0.62667,0.46360,10.05737,0.99380,0,1873,0.00000,18,3.29158,0,3.29216,0,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,,300.74390,92.62971,
0,NewMedia0,787,12.92188,19539305987776,0.32070,0.16838,12.50000,0.42188,33,1,0.30454,0.10537,1,0.34062,0.26389,0,,0.24061,0.61372,7.07368,1.09538,1,0.62819,0.51358,10.17931,1.10568,1,0,0.00000,18,1.91038,1,2.93821,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,222.98738,8.79617,
0,NewMedia0,813,13.35156,19539310268846,0.36725,0.11859,12.94531,0.40625,34,1,0.39273,0.15629,1,0.34062,0.26389,0,,0.26376,0.61570,7.77882,1.03796,1,0.65287,0.51939,8.81449,1.02903,1,0,0.00000,18,3.30283,1,2.93361,1,0.00000,0,0.00000,0,0.00000,0,2147483647,2147483647,0,0.00000,0,Map1,139.07397,31.03328,
